idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
5375,277,40732,2.5,1428629938,Descent,2005,Adventure|Drama|Horror|Thriller,Tobias,Smith,36
5376,277,110127,3,1427933911,Noah,2014,Adventure|Drama|IMAX,Tobias,Smith,36
5377,277,6187,3.5,1428419914,Life of David Gale,2003,Crime|Drama|Thriller,Tobias,Smith,36
5378,277,1277,3,1428632127,Cyrano de Bergerac,1990,Comedy|Drama|Romance,Tobias,Smith,36
5379,277,2183,4,1427933024,Man Who Knew Too Much,1956,Adventure|Drama|Mystery|Thriller,Tobias,Smith,36
5380,277,2819,4.5,1427933536,Three Days of the Condor (3 Days of the Condor),1975,Drama|Mystery|Romance|Thriller,Tobias,Smith,36
5381,277,1959,3.5,1427933559,Out of Africa,1985,Drama|Romance,Tobias,Smith,36
5382,277,1151,3,1428631694,Lesson Faust,1994,Animation|Comedy|Drama|Fantasy,Tobias,Smith,36
5383,277,1305,3.5,1427933340,Paris,1984,Drama|Romance,Tobias,Smith,36
5384,277,1406,3.5,1428422533,La Cérémonie,1995,Crime|Drama|Mystery|Thriller,Tobias,Smith,36
5385,277,1483,3.5,1427935138,Crash,1996,Drama|Thriller,Tobias,Smith,36
5386,277,2579,4,1427936048,Following,1998,Crime|Mystery|Thriller,Tobias,Smith,36
5387,277,2585,3,1428423248,Lovers of the Arctic Circle,1998,Drama|Romance,Tobias,Smith,36
5388,277,2704,3,1429206008,Lovers on the Bridge,1991,Drama|Romance,Tobias,Smith,36
5389,277,2905,3.5,1427934003,Sanjuro (Tsubaki Sanjûrô),1962,Action|Adventure|Drama,Tobias,Smith,36
5390,277,2931,4,1427934513,Time of the Gypsies (Dom za vesanje),1989,Comedy|Crime|Drama|Fantasy,Tobias,Smith,36
5391,277,3060,3,1428419909,Commitments,1991,Comedy|Drama|Musical,Tobias,Smith,36
5392,277,3342,3.5,1428419899,Birdy,1984,Drama|War,Tobias,Smith,36
5393,277,3920,4,1427933336,Faraway,1993,Drama|Fantasy|Mystery|Romance,Tobias,Smith,36
5394,277,4056,3,1429206314,Pledge,2001,Crime|Drama|Mystery|Thriller,Tobias,Smith,36
5395,277,4146,3,1427935018,Million Dollar Hotel,2001,Drama|Mystery|Romance,Tobias,Smith,36
5396,277,5269,3.5,1427934291,Piano Teacher,2001,Drama,Tobias,Smith,36
