idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
5875,408,541,4,915919664,Blade Runner,1982,Action|Sci-Fi|Thriller,Baylor,Smith,49
5876,408,589,3,916091071,Terminator 2: Judgment Day,1991,Action|Sci-Fi,Baylor,Smith,49
5877,408,590,4,915921544,Dances with Wolves,1990,Adventure|Drama|Western,Baylor,Smith,49
5878,408,592,3,915923312,Batman,1989,Action|Crime|Thriller,Baylor,Smith,49
5879,408,593,4,915920746,Silence of the Lambs,1991,Crime|Horror|Thriller,Baylor,Smith,49
5880,408,597,1,916093300,Pretty Woman,1990,Comedy|Romance,Baylor,Smith,49
5881,408,608,4,915920746,Fargo,1996,Comedy|Crime|Drama|Thriller,Baylor,Smith,49
5882,408,647,4,915921544,Courage Under Fire,1996,Action|Crime|Drama|War,Baylor,Smith,49
5883,408,858,5,915919184,Godfather,1972,Crime|Drama,Baylor,Smith,49
5884,408,919,4,915918715,Wizard of Oz,1939,Adventure|Children|Fantasy|Musical,Baylor,Smith,49
5885,408,924,2,915923630,2001: A Space Odyssey,1968,Adventure|Drama|Sci-Fi,Baylor,Smith,49
5886,408,1080,3,915923036,Monty Python's Life of Brian,1979,Comedy,Baylor,Smith,49
5887,408,1088,1,915923957,Dirty Dancing,1987,Drama|Musical|Romance,Baylor,Smith,49
5888,408,1089,3,915922992,Reservoir Dogs,1992,Crime|Mystery|Thriller,Baylor,Smith,49
5889,408,1090,5,915919924,Platoon,1986,Drama|War,Baylor,Smith,49
5890,408,1092,2,916091521,Basic Instinct,1992,Crime|Mystery|Thriller,Baylor,Smith,49
5891,408,1094,4,915922131,Crying Game,1992,Drama|Romance|Thriller,Baylor,Smith,49
5892,408,1101,2,915919924,Top Gun,1986,Action|Romance,Baylor,Smith,49
5893,408,1136,3,915922940,Monty Python and the Holy Grail,1975,Adventure|Comedy|Fantasy,Baylor,Smith,49
5894,408,1196,3,915922822,Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Sci-Fi,Baylor,Smith,49
