idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
6375,428,141,4,1002381406,Birdcage,1996,Comedy,Grady,Smith,58
6376,428,150,4,1002381274,Apollo 13,1995,Adventure|Drama|IMAX,Grady,Smith,58
6377,428,165,4,1002381345,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,Grady,Smith,58
6378,428,172,3,1005327533,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,Grady,Smith,58
6379,428,185,3,1002381406,Net,1995,Action|Crime|Thriller,Grady,Smith,58
6380,428,198,4,1005323588,Strange Days,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Grady,Smith,58
6381,428,231,3,1002381372,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,Grady,Smith,58
6382,428,260,5,1002381311,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,Grady,Smith,58
6383,428,288,5,1002381459,Natural Born Killers,1994,Action|Crime|Thriller,Grady,Smith,58
6384,428,296,5,1002381274,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,Grady,Smith,58
6385,428,316,3,1002381345,Stargate,1994,Action|Adventure|Sci-Fi,Grady,Smith,58
6386,428,318,5,1002381274,Shawshank Redemption,1994,Crime|Drama,Grady,Smith,58
6387,428,329,1,1002381345,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,Grady,Smith,58
6388,428,344,2,1002381345,Ace Ventura: Pet Detective,1994,Comedy,Grady,Smith,58
6389,428,349,3,1002381311,Clear and Present Danger,1994,Action|Crime|Drama|Thriller,Grady,Smith,58
6390,428,356,5,1002381274,Forrest Gump,1994,Comedy|Drama|Romance|War,Grady,Smith,58
6391,428,367,3,1002381406,Mask,1994,Action|Comedy|Crime|Fantasy,Grady,Smith,58
6392,428,370,4,1005326715,Naked Gun 33 1/3: The Final Insult,1994,Action|Comedy,Grady,Smith,58
6393,428,377,4,1002381345,Speed,1994,Action|Romance|Thriller,Grady,Smith,58
6394,428,380,4,1002381274,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,Grady,Smith,58
6395,428,434,4,1002381372,Cliffhanger,1993,Action|Adventure|Thriller,Grady,Smith,58
6396,428,435,3,1005325486,Coneheads,1993,Comedy|Sci-Fi,Grady,Smith,58
6397,428,440,3,1002383814,Dave,1993,Comedy|Romance,Grady,Smith,58
6398,428,454,3,1002381406,Firm,1993,Drama|Thriller,Grady,Smith,58
6399,428,457,4,1002381275,Fugitive,1993,Thriller,Grady,Smith,58
6400,428,471,5,1005323321,Hudsucker Proxy,1994,Comedy,Grady,Smith,58
6401,428,480,5,1002381275,Jurassic Park,1993,Action|Adventure|Sci-Fi|Thriller,Grady,Smith,58
6402,428,500,4,1002381406,Mrs. Doubtfire,1993,Comedy|Drama,Grady,Smith,58
6403,428,520,3,1005326957,Robin Hood: Men in Tights,1993,Comedy,Grady,Smith,58
