idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
6250,415,1219,4,947436892,Psycho,1960,Crime|Horror,Jaiden,Smith,39
6251,415,1225,5,938861571,Amadeus,1984,Drama,Jaiden,Smith,39
6252,415,1230,4,939017963,Annie Hall,1977,Comedy|Romance,Jaiden,Smith,39
6253,415,1234,5,938856493,Sting,1973,Comedy|Crime,Jaiden,Smith,39
6254,415,1635,2,940153772,Ice Storm,1997,Drama,Jaiden,Smith,39
6255,415,1952,5,947439367,Midnight Cowboy,1969,Drama,Jaiden,Smith,39
6256,415,1953,4,938856200,French Connection,1971,Action|Crime|Thriller,Jaiden,Smith,39
6257,415,2186,4,947436892,Strangers on a Train,1951,Crime|Drama|Film-Noir|Thriller,Jaiden,Smith,39
6258,415,2324,1,942747814,Life Is Beautiful (La Vita è bella),1997,Comedy|Drama|Romance|War,Jaiden,Smith,39
6259,415,2396,4,938856601,Shakespeare in Love,1998,Comedy|Drama|Romance,Jaiden,Smith,39
6260,415,1267,5,947436892,Manchurian Candidate,1962,Crime|Thriller|War,Jaiden,Smith,39
6261,415,2023,4,938858063,Godfather: Part III,1990,Crime|Drama|Mystery|Thriller,Jaiden,Smith,39
6262,415,232,5,938861799,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy|Drama|Romance,Jaiden,Smith,39
6263,415,230,4,947436955,Dolores Claiborne,1995,Drama|Thriller,Jaiden,Smith,39
6264,415,497,4,938857306,Much Ado About Nothing,1993,Comedy|Romance,Jaiden,Smith,39
6265,415,543,1,940082622,So I Married an Axe Murderer,1993,Comedy|Romance|Thriller,Jaiden,Smith,39
6266,415,229,5,940080889,Death and the Maiden,1994,Drama|Thriller,Jaiden,Smith,39
6267,415,521,4,938857938,Romeo Is Bleeding,1993,Crime|Thriller,Jaiden,Smith,39
6268,415,628,5,940080889,Primal Fear,1996,Crime|Drama|Mystery|Thriller,Jaiden,Smith,39
6269,415,1084,4,938856343,Bonnie and Clyde,1967,Crime|Drama,Jaiden,Smith,39
6270,415,1252,5,938855760,Chinatown,1974,Crime|Film-Noir|Mystery|Thriller,Jaiden,Smith,39
6271,415,922,3,938855828,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,Drama|Film-Noir|Romance,Jaiden,Smith,39
6272,415,2395,1,938860868,Rushmore,1998,Comedy|Drama,Jaiden,Smith,39
6273,415,2583,3,940153664,Cookie's Fortune,1999,Comedy|Drama,Jaiden,Smith,39
6274,415,3176,4,947436892,Talented Mr. Ripley,1999,Drama|Mystery|Thriller,Jaiden,Smith,39
6275,415,247,4,940080737,Heavenly Creatures,1994,Crime|Drama,Jaiden,Smith,39
6276,415,1394,1,940153772,Raising Arizona,1987,Comedy,Jaiden,Smith,39
6277,415,2580,2,939823440,Go,1999,Comedy|Crime,Jaiden,Smith,39
6278,415,2686,2,939823440,Red Violin,1998,Drama|Mystery,Jaiden,Smith,39
6279,415,1183,4,938862131,English Patient,1996,Drama|Romance|War,Jaiden,Smith,39
6280,415,1212,5,939017918,Third Man,1949,Film-Noir|Mystery|Thriller,Jaiden,Smith,39
6281,415,1293,4,938855901,Gandhi,1982,Drama,Jaiden,Smith,39
6282,415,1674,4,947439662,Witness,1985,Drama|Romance|Thriller,Jaiden,Smith,39
6283,415,1711,3,940153542,Midnight in the Garden of Good and Evil,1997,Crime|Drama|Mystery,Jaiden,Smith,39
6284,415,1912,4,940153360,Out of Sight,1998,Comedy|Crime|Drama|Romance|Thriller,Jaiden,Smith,39
6285,415,1956,3,940153602,Ordinary People,1980,Drama,Jaiden,Smith,39
6286,415,2289,5,947439662,Player,1992,Comedy|Crime|Drama,Jaiden,Smith,39
6287,415,2336,4,938860830,Elizabeth,1998,Drama,Jaiden,Smith,39
6288,415,2919,5,947439901,Year of Living Dangerously,1982,Drama|Romance|War,Jaiden,Smith,39
6289,415,1172,4,947439830,Cinema Paradiso (Nuovo cinema Paradiso),1989,Drama,Jaiden,Smith,39
6290,415,1179,5,938857030,Grifters,1990,Crime|Drama|Film-Noir,Jaiden,Smith,39
6291,415,1185,5,947439830,My Left Foot,1989,Drama,Jaiden,Smith,39
6292,415,1344,3,938857094,Cape Fear,1962,Crime|Drama|Thriller,Jaiden,Smith,39
6293,415,2070,4,938860911,Tender Mercies,1983,Drama|Romance|Western,Jaiden,Smith,39
6294,415,2599,2,940934343,Election,1999,Comedy,Jaiden,Smith,39
6295,415,968,1,938863492,Night of the Living Dead,1968,Horror|Sci-Fi|Thriller,Jaiden,Smith,39
6296,415,1960,5,947439723,Last Emperor,1987,Drama,Jaiden,Smith,39
6297,415,2112,4,938857722,Grand Canyon,1991,Crime|Drama,Jaiden,Smith,39
6298,415,2436,3,945354527,Tea with Mussolini,1999,Comedy|Drama|War,Jaiden,Smith,39
6299,415,2857,4,941789352,Yellow Submarine,1968,Adventure|Animation|Comedy|Fantasy|Musical,Jaiden,Smith,39
6300,415,2130,3,947439022,Atlantic City,1980,Crime|Drama|Romance,Jaiden,Smith,39
6301,415,2313,4,940153411,Elephant Man,1980,Drama,Jaiden,Smith,39
6302,415,2333,5,938860868,Gods and Monsters,1998,Drama,Jaiden,Smith,39
6303,415,800,4,938856088,Lone Star,1996,Drama|Mystery|Western,Jaiden,Smith,39
6304,415,2439,5,938856601,Affliction,1997,Drama,Jaiden,Smith,39
6305,415,1729,4,938856088,Jackie Brown,1997,Crime|Drama|Thriller,Jaiden,Smith,39
6306,415,1916,2,940153500,Buffalo '66 (a.k.a. Buffalo 66),1998,Drama|Romance,Jaiden,Smith,39
6307,415,3152,5,947439662,Last Picture Show,1971,Drama,Jaiden,Smith,39
6308,415,1260,5,947436892,M,1931,Crime|Film-Noir|Thriller,Jaiden,Smith,39
6309,415,1300,5,938862338,My Life as a Dog (Mitt liv som hund),1985,Comedy|Drama,Jaiden,Smith,39
6310,415,1678,4,938861643,Joy Luck Club,1993,Drama|Romance,Jaiden,Smith,39
6311,415,2020,3,938856200,Dangerous Liaisons,1988,Drama|Romance,Jaiden,Smith,39
6312,415,314,3,940153500,Secret of Roan Inish,1994,Children|Drama|Fantasy|Mystery,Jaiden,Smith,39
6313,415,1132,5,947439367,Manon of the Spring (Manon des sources),1986,Drama,Jaiden,Smith,39
6314,415,2611,5,938858240,Winslow Boy,1999,Drama,Jaiden,Smith,39
6315,415,3135,5,947439367,Great Santini,1979,Drama,Jaiden,Smith,39
6316,415,509,4,947439901,Piano,1993,Drama|Romance,Jaiden,Smith,39
6317,415,3101,4,947436955,Fatal Attraction,1987,Drama|Thriller,Jaiden,Smith,39
6318,415,1299,4,938855760,Killing Fields,1984,Drama|War,Jaiden,Smith,39
6319,415,164,4,938857030,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,Jaiden,Smith,39
6320,415,731,1,940082622,Heaven's Prisoners,1996,Crime|Thriller,Jaiden,Smith,39
6321,415,1644,1,940083283,I Know What You Did Last Summer,1997,Horror|Mystery|Thriller,Jaiden,Smith,39
6322,415,1754,4,942747609,Fallen,1998,Crime|Drama|Fantasy|Thriller,Jaiden,Smith,39
6323,415,1411,5,938856088,Hamlet,1996,Crime|Drama|Romance,Jaiden,Smith,39
6324,415,2318,1,939823253,Happiness,1998,Comedy|Drama,Jaiden,Smith,39
6325,415,2315,1,940080966,Bride of Chucky (Child's Play 4),1998,Comedy|Horror|Thriller,Jaiden,Smith,39
6326,415,1243,2,940153772,Rosencrantz and Guildenstern Are Dead,1990,Comedy|Drama,Jaiden,Smith,39
