idRating,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
4000,239,5016,4,1015197562,Shipping News,2001,Drama,Jeremy,Smith,17
4001,239,4225,3,991622994,Dish,2001,Comedy,Jeremy,Smith,17
4002,239,4787,3,1007686778,Little Man Tate,1991,Drama,Jeremy,Smith,17
4003,239,1958,4,991623163,Terms of Endearment,1983,Comedy|Drama,Jeremy,Smith,17
4004,239,1125,3,991711270,Return of the Pink Panther,1975,Comedy|Crime,Jeremy,Smith,17
4005,239,1128,2,991722661,Fog,1980,Horror,Jeremy,Smith,17
4006,239,1342,2,992922855,Candyman,1992,Horror|Thriller,Jeremy,Smith,17
4007,239,1348,3,991626410,Nosferatu (Nosferatu,1922,Horror,Jeremy,Smith,17
4008,239,1389,1,991722774,Jaws 3-D,1983,Action|Horror,Jeremy,Smith,17
4009,239,1655,2,1012947886,Phantoms,1998,Drama|Horror|Thriller,Jeremy,Smith,17
4010,239,1971,2,991722718,Nightmare on Elm Street 4: The Dream Master,1988,Horror|Thriller,Jeremy,Smith,17
4011,239,2111,3,991712101,Man with Two Brains,1983,Comedy,Jeremy,Smith,17
4012,239,2113,1,991625944,Graveyard Shift (Stephen King's Graveyard Shift),1990,Horror|Thriller,Jeremy,Smith,17
4013,239,2121,3,991625944,Cujo,1983,Horror|Thriller,Jeremy,Smith,17
4014,239,2163,2,991722718,Attack of the Killer Tomatoes!,1978,Comedy|Horror,Jeremy,Smith,17
4015,239,2457,3,991712044,Running Scared,1986,Action|Comedy,Jeremy,Smith,17
4016,239,2465,2,992922481,Deadly Friend,1986,Horror,Jeremy,Smith,17
4017,239,2475,3,1012948765,52 Pick-Up,1986,Action|Mystery|Thriller,Jeremy,Smith,17
4018,239,2522,2,999471347,Airport '77,1977,Drama,Jeremy,Smith,17
4019,239,2527,3,991625444,Westworld,1973,Action|Sci-Fi|Thriller|Western,Jeremy,Smith,17
4020,239,2648,3,1055204343,Frankenstein,1931,Drama|Horror|Sci-Fi,Jeremy,Smith,17
4021,239,2787,3,991722661,Cat's Eye,1985,Horror,Jeremy,Smith,17
4022,239,2789,4,991722661,Damien: Omen II,1978,Horror,Jeremy,Smith,17
4023,239,2867,2,991722593,Fright Night,1985,Comedy|Horror|Thriller,Jeremy,Smith,17
4024,239,2950,2,1012949633,Blue Lagoon,1980,Adventure|Drama|Romance,Jeremy,Smith,17
4025,239,3015,3,991625647,Coma,1978,Thriller,Jeremy,Smith,17
4026,239,3018,3,991711111,Re-Animator,1985,Comedy|Horror|Sci-Fi,Jeremy,Smith,17
4027,239,3070,3,999471265,Adventures of Buckaroo Banzai Across the 8th Dimension,1984,Adventure|Comedy|Sci-Fi,Jeremy,Smith,17
4028,239,3525,3,992922187,Bachelor Party,1984,Comedy,Jeremy,Smith,17
4029,239,3576,3,991711820,Hidden,1987,Action|Horror|Sci-Fi,Jeremy,Smith,17
4030,239,3688,2,992922022,Porky's,1982,Comedy,Jeremy,Smith,17
4031,239,3693,2,992922481,Toxic Avenger,1985,Comedy|Horror,Jeremy,Smith,17
4032,239,3708,2,991625944,Firestarter,1984,Horror|Thriller,Jeremy,Smith,17
4033,239,3709,2,991722718,Sleepwalkers,1992,Horror,Jeremy,Smith,17
4034,239,3760,2,992920957,Kentucky Fried Movie,1977,Comedy,Jeremy,Smith,17
4035,239,3802,1,992922855,Freejack,1992,Action|Sci-Fi,Jeremy,Smith,17
4036,239,3877,2,991723018,Supergirl,1984,Action|Adventure|Fantasy,Jeremy,Smith,17
4037,239,4212,3,1042408451,Death on the Nile,1978,Crime|Mystery,Jeremy,Smith,17
4038,239,4213,1,991625944,Deepstar Six,1989,Horror|Sci-Fi|Thriller,Jeremy,Smith,17
4039,239,4228,3,1007686153,Heartbreakers,2001,Comedy|Crime|Romance,Jeremy,Smith,17
4040,239,4443,2,1013381314,Outland,1981,Action|Sci-Fi|Thriller,Jeremy,Smith,17
4041,239,4560,1,1004313807,Watchers,1988,Horror|Sci-Fi,Jeremy,Smith,17
4042,239,4587,2,1013382632,Earth Girls Are Easy,1988,Comedy|Musical|Sci-Fi,Jeremy,Smith,17
4043,239,4618,1,1012948120,Leviathan,1989,Horror|Sci-Fi|Thriller,Jeremy,Smith,17
4044,239,4682,2,1012947675,Warlock,1989,Action|Horror,Jeremy,Smith,17
4045,239,4686,1,1011668908,Weekend at Bernie's II,1993,Adventure|Comedy,Jeremy,Smith,17
4046,239,4833,3,1012947675,Changeling,1980,Horror|Mystery|Thriller,Jeremy,Smith,17
4047,239,5214,2,1014587442,Oh,1977,Comedy|Fantasy,Jeremy,Smith,17
4048,239,5247,2,1015198026,Smokey and the Bandit,1977,Action|Comedy,Jeremy,Smith,17
4049,239,5303,3,1017697752,Joe Versus the Volcano,1990,Comedy|Romance,Jeremy,Smith,17
4050,239,5410,2,1021863484,Silent Running,1972,Drama|Sci-Fi,Jeremy,Smith,17
4051,239,5692,3,1034030447,Mechanic,1972,Action|Thriller,Jeremy,Smith,17
4052,239,5696,3,1034030447,Urban Cowboy,1980,Drama,Jeremy,Smith,17
4053,239,5853,2,1037058927,Scanners,1981,Horror|Sci-Fi|Thriller,Jeremy,Smith,17
4054,239,6078,2,1043112583,Firefox,1982,Action|Sci-Fi|Thriller,Jeremy,Smith,17
4055,239,3727,3,991712320,Near Dark,1987,Horror|Western,Jeremy,Smith,17
4056,239,3498,3,991628299,Midnight Express,1978,Drama,Jeremy,Smith,17
4057,239,3507,2,1043113510,Odd Couple,1968,Comedy,Jeremy,Smith,17
4058,239,149,5,991625444,Amateur,1994,Crime|Drama|Thriller,Jeremy,Smith,17
4059,239,233,3,991624145,Exotica,1994,Drama,Jeremy,Smith,17
4060,239,290,3,991627154,Once Were Warriors,1994,Crime|Drama,Jeremy,Smith,17
4061,239,322,4,991624812,Swimming with Sharks,1995,Comedy|Drama,Jeremy,Smith,17
4062,239,366,4,1012257627,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale,1994,Drama|Horror|Mystery|Thriller,Jeremy,Smith,17
4063,239,456,2,991627154,Fresh,1994,Crime|Drama|Thriller,Jeremy,Smith,17
4064,239,522,3,991712044,Romper Stomper,1992,Action|Drama,Jeremy,Smith,17
4065,239,866,2,991625084,Bound,1996,Crime|Drama|Romance|Thriller,Jeremy,Smith,17
4066,239,1216,4,992920231,Big Blue,1988,Adventure|Drama|Romance,Jeremy,Smith,17
4067,239,1243,4,991628021,Rosencrantz and Guildenstern Are Dead,1990,Comedy|Drama,Jeremy,Smith,17
4068,239,1594,2,991711406,In the Company of Men,1997,Comedy|Drama,Jeremy,Smith,17
4069,239,1804,2,992922481,Newton Boys,1998,Crime|Drama,Jeremy,Smith,17
4070,239,1834,2,991625174,Spanish Prisoner,1997,Crime|Drama|Mystery|Thriller,Jeremy,Smith,17
4071,239,1845,3,991625174,Zero Effect,1998,Comedy|Mystery|Thriller,Jeremy,Smith,17
